Date,Hour,Offense_Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,Number_offenses
1/23/16,15,Theft,9C40,Clothing Store,1000-1099,FEDERAL,RD,-,1
1/23/16,15,Theft,9C40,Residence or House,11900-11999,CRYSTALWOOD,DR,-,1
1/24/16,22,Rape,10H10,Apartment Parking Lot,1900-1999,RUNNELS,-,-,1
1/24/16,16,Theft,10H20,Apartment,800-899,CULLEN,BLVD,-,1
1/24/16,19,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,HUTCHINS,-,-,1
1/24/16,23,Theft,10H40,Other Parking Lot,2600-2699,FANNIN,ST,-,1
1/24/16,14,Theft,10H40,Bus Stop,1400-1499,GRAY,-,-,1
1/24/16,3,Theft,10H40,Bar or Night Club,1100-1199,MCILHENNY,ST,-,1
1/24/16,6,Theft,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,ST,-,1
1/24/16,10,Theft,10H50,Residence or House,3800-3899,WHEELER,-,-,1
1/24/16,12,Theft,10H50,Bar or Night Club,2100-2199,GRAY,ST,-,1
1/24/16,22,Robbery,10H50,"Road, Street, or Sidewalk",2300-2399,HUTCHINS,-,-,1
1/24/16,22,Auto Theft,10H60,"Road, Street, or Sidewalk",3300-3399,DIXIE,DR,-,1
1/24/16,23,Theft,10H60,Bar or Night Club Parking Lot,6500-6599,PEERLESS,-,-,1
1/24/16,10,Robbery,10H60,Residence or House,6200-6299,CULBERSON,ST,-,1
1/24/16,7,Robbery,10H60,Apartment Parking Lot,3700-3799,SOUTHMORE,BLVD,-,1
1/24/16,18,Aggravated Assault,10H60,Apartment,3600-3699,ROSEDALE,-,-,1
1/24/16,7,Theft,10H60,Apartment Parking Lot,3500-3599,MACGREGOR,WAY,S,1
1/24/16,1,Theft,10H60,"Road, Street, or Sidewalk",3000-3099,BLODGETT,ST,-,1
1/24/16,1,Theft,10H60,Other Parking Lot,6300-6399,PEERLESS,-,-,1
1/24/16,2,Theft,10H70,"Road, Street, or Sidewalk",1800-1899,SOUTHMORE,BLVD,-,1
1/24/16,15,Theft,10H70,,6000-6099,FANNIN,ST,-,1
1/24/16,11,Aggravated Assault,10H70,Apartment,7300-7399,ARDMORE,ST,-,1
1/24/16,21,Theft,10H80,"Libraries, Museums",1000-1099,BISSONNET,ST,-,1
1/24/16,12,Theft,10H80,"Road, Street, or Sidewalk",4800-4899,TRAVIS,-,-,1
1/24/16,0,Theft,10H80,Strip Business Center Parking Lot,4500-4599,MORNINGSIDE,DR,-,1
1/24/16,12,Burglary,11H10,Commercial Building,7000-7099,HARRISBURG,-,-,1
1/24/16,13,Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,-,S,1
1/24/16,15,Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,-,S,1
1/24/16,21,Theft,11H20,Convenience Store,1200-1299,BROADWAY,ST,-,1
1/24/16,21,Theft,11H30,Service or Gas Station,8000-8099,LOOP,-,S,1
1/24/16,22,Auto Theft,11H30,Apartment Parking Lot,2700-2799,BROADWAY,ST,-,1
1/24/16,9,Theft,11H30,Residence or House,8400-8499,ELROD,ST,-,1
1/24/16,7,Theft,11H30,Apartment Parking Lot,2900-2999,BROADWAY,ST,-,1
1/24/16,12,Robbery,11H50,Grocery Store or Supermarket Parking Lot,5400-5499,BROOKGLEN,DR,-,1
1/24/16,22,Theft,12D10,Warehouse,9300-9399,TAVENOR,LN,-,1
1/24/16,9,Theft,12D10,Department or Discount Store,9500-9599,ROWLETT,-,-,1
1/24/16,9,Burglary,12D10,Apartment,8600-8699,THETA,-,-,1
1/24/16,12,Theft,12D10,Department or Discount Store,9500-9599,ROWLETT,-,-,3
1/24/16,7,Theft,12D10,Apartment Parking Lot,9900-9999,WINDMILL LAKES,BLVD,-,1
1/24/16,14,Aggravated Assault,12D20,Apartment Parking Lot,10900-10999,TANNER PARK,CT,-,1
1/24/16,16,Theft,12D20,Residence or House,9800-9899,FONVILLE,DR,-,1
1/24/16,17,Theft,12D20,Other Parking Lot,11800-11899,SOUTH SAM HOUSTON,PKWY,-,1
1/24/16,12,Theft,12D50,Driveway,1500-1599,NEW CEDARS,DR,-,1
1/24/16,12,Auto Theft,13D10,,4300-4399,TELEPHONE,-,-,1
1/24/16,21,Burglary,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
1/24/16,12,Burglary,13D20,Miscellaneous Business (Non-Specific),7900-7999,GULF,FWY,-,1
1/24/16,14,Auto Theft,13D20,Apartment Parking Lot,6000-6099,TELEPHONE,-,-,1
1/24/16,19,Theft,13D20,Restaurant or Cafeteria Parking Lot,4000-4099,BROADWAY,ST,-,1
1/24/16,17,Robbery,13D20,,5600-5699,TELEPHONE,-,-,1
1/24/16,1,Theft,13D20,Drug Store or Medical Supply,8300-8399,BROADWAY,ST,-,1
1/24/16,7,Theft,13D40,Driveway,8300-8399,FUQUA GARDENS,DR,-,1
1/24/16,23,Theft,13D40,Driveway,8200-8299,FUQUA GARDENS,DR,-,1
1/24/16,6,Auto Theft,14D10,Apartment Parking Lot,3300-3399,ALICE,ST,-,1
1/24/16,1,Theft,14D10,Apartment,5500-5599,GRIGGS,-,-,1
1/24/16,19,Aggravated Assault,14D10,Bus Stop,4700-4799,OLD SPANISH,TRL,-,1
1/24/16,19,Theft,14D10,Bar or Night Club Parking Lot,3300-3399,OLD SPANISH,TRL,-,1
1/24/16,13,Theft,14D10,Residence or House,4500-4599,GRIGGS,-,-,1
1/24/16,7,Robbery,14D10,Apartment Parking Lot,3300-3399,ALICE,ST,-,1
1/24/16,0,Aggravated Assault,14D20,Apartment,3800-3899,FAULKNER,ST,-,1
1/24/16,0,Aggravated Assault,14D20,"Road, Street, or Sidewalk",8500-8599,SCOTT,ST,-,1
1/24/16,6,Theft,14D20,Driveway,1200-1299,VERA LOU,-,-,1
1/24/16,7,Auto Theft,14D20,Restaurant or Cafeteria Parking Lot,3600-3699,SUNBEAM,-,-,1
1/24/16,7,Theft,14D20,Apartment Parking Lot,2800-2899,REED,RD,-,1
1/24/16,22,Robbery,14D20,Residence or House,4700-4799,BRICKER,-,-,1
1/24/16,12,Theft,14D40,Driveway,12200-12299,CAPE HYANNIS,-,-,1
1/24/16,13,Robbery,14D40,Apartment,12000-12099,MARTIN LUTHER KING,BLVD,-,1
1/24/16,14,Theft,1.50E+11,Department or Discount Store,700-799,MEYERLAND PLAZA,-,-,1
1/24/16,18,Theft,1.50E+11,Restaurant or Cafeteria Parking Lot,4800-4899,BEECHNUT,ST,-,1
1/24/16,0,Burglary,1.50E+21,Residence or House,5200-5299,WILLOWBEND,-,-,1
1/24/16,1,Burglary,1.50E+21,Residence or House,5200-5299,KINGFISHER,DR,-,1
1/24/16,17,Theft,1.50E+21,Apartment Rental Office,11800-11899,CHIMNEY ROCK,RD,-,1
1/24/16,11,Theft,1.50E+31,Apartment Parking Lot,2800-2899,BELLEFONTAINE,ST,-,1
1/24/16,7,Burglary,1.50E+31,Residence or House,4500-4599,NENANA,DR,-,1
1/24/16,8,Theft,1.50E+31,Driveway,4500-4599,NENANA,DR,-,1
1/24/16,7,Theft,1.50E+41,"Stadium, Sports Arena, Race Track",8400-8499,KIRBY,DR,-,1
1/24/16,12,Robbery,1.50E+41,Miscellaneous Business (Non-Specific),9400-9499,MAIN,ST,-,1
1/24/16,16,Theft,1.50E+41,Apartment,2100-2199,HOLLY HALL,-,-,1
1/24/16,20,Theft,1.50E+41,"Stadium, Sports Arena, Race Track",8400-8499,KIRBY,DR,-,1
1/24/16,18,Theft,1.60E+11,"Road, Street, or Sidewalk",12000-12099,HELVICK CRESCENT,AVE,-,1
1/24/16,12,Theft,1.60E+11,Apartment Parking Lot,11900-11999,CITY PARK CENTRAL,LN,-,1
1/24/16,9,Theft,1.60E+21,Driveway,13000-13099,BRENTLAWN,CT,-,1
1/24/16,17,Aggravated Assault,1.60E+21,"Road, Street, or Sidewalk",5400-5499,HEATHERBROOK,DR,-,1
1/24/16,21,Aggravated Assault,1.60E+31,Restaurant or Cafeteria,14800-14899,POST OAK,RD,S,1
1/24/16,6,Theft,1.60E+31,Commercial Building,13300-13399,FONDREN,RD,-,1
1/24/16,8,Theft,1.60E+41,Driveway,7600-7699,GOUDIN,DR,-,1
1/24/16,9,Theft,1.60E+41,Driveway,6700-6799,CASTLEVIEW,LN,-,1
1/24/16,23,Theft,1.70E+11,Restaurant or Cafeteria Parking Lot,5500-5599,SOUTHWEST,FWY,-,1
1/24/16,23,Aggravated Assault,1.70E+11,Apartment,5600-5699,CHIMNEY ROCK,RD,-,1
1/24/16,11,Auto Theft,1.70E+11,Apartment Parking Lot,6500-6599,RAMPART,-,-,1
1/24/16,12,Theft,1.70E+11,"Other, Unknown, or Not Listed",5500-5599,EL CAMINO DEL REY,ST,-,1
1/24/16,19,Theft,1.70E+11,"Parks and Recreation, Zoo, Swimming Pool",6400-6499,ASHCROFT,DR,-,1
1/24/16,1,Robbery,1.70E+11,Apartment Parking Lot,6000-6099,BISSONNET,ST,-,1
1/24/16,0,Theft,1.70E+31,Strip Business Center Parking Lot,9300-9399,BISSONNET,ST,-,1
1/24/16,10,Auto Theft,1.70E+31,Apartment Parking Lot,10100-10199,GESSNER,DR,S,1
1/24/16,14,Burglary,1.70E+41,Apartment,12100-12199,FONDREN,RD,-,1
1/24/16,15,Theft,1.70E+41,"Church, Synagogue, or Temple",12600-12699,SANDPIPER,DR,-,1
1/24/16,4,Burglary,1.70E+41,Apartment,12300-12399,BOB WHITE,DR,-,1
1/24/16,8,Theft,18F20,Driveway,5500-5599,SCHUMACHER,LN,-,1
1/24/16,7,Theft,18F20,Apartment Parking Lot,5300-5399,BEVERLYHILL,ST,-,1
1/24/16,7,Theft,18F30,Bar or Night Club Parking Lot,5800-5899,STAR,LN,-,1
1/24/16,2,Robbery,18F30,Apartment Parking Lot,6300-6399,SKYLINE,DR,-,1
1/24/16,16,Theft,18F30,Restaurant or Cafeteria Parking Lot,3200-3299,HILLCROFT,-,-,1
1/24/16,17,Theft,18F30,Bar or Night Club Parking Lot,6000-6099,RICHMOND,AVE,-,1
1/24/16,11,Theft,18F30,"Road, Street, or Sidewalk",2400-2499,JAMESTOWN MALL,-,-,1
1/24/16,11,Burglary,18F30,Apartment,3000-3099,HILLCROFT,-,-,1
1/24/16,20,Robbery,18F30,Apartment,6400-6499,SKYLINE,DR,-,1
1/24/16,15,Theft,18F40,Apartment Parking Lot,6400-6499,WESTHEIMER,RD,-,1
1/24/16,2,Auto Theft,18F50,Apartment Parking Lot,3400-3499,OCEE,-,-,1
1/24/16,0,Robbery,18F50,Apartment Parking Lot,7500-7599,BELLERIVE,DR,-,1
1/24/16,0,Theft,18F60,Residence or House,7800-7899,HIAWATHA,DR,-,1
1/24/16,6,Burglary,18F60,Residence or House,7700-7799,HORNWOOD,DR,-,1
1/24/16,8,Burglary,18F60,Residence or House,7800-7899,BELLERIVE,DR,-,1
1/24/16,20,Robbery,19G10,"Hotel, Motel, Inn, Etc.",9600-9699,PLAINFIELD,-,-,1
1/24/16,18,Theft,19G20,Grocery Store or Supermarket Parking Lot,11200-11299,BELLAIRE,BLVD,-,1
1/24/16,18,Theft,19G20,Department or Discount Store,11700-11799,BEECHNUT,ST,-,1
1/24/16,17,Burglary,19G30,Rental Storage Facility,7000-7099,SYNOTT,-,-,1
1/24/16,4,Auto Theft,19G30,"Road, Street, or Sidewalk",8500-8599,BROOKWULF,DR,-,1
1/24/16,19,Robbery,19G40,Grocery Store or Supermarket Parking Lot,9500-9599,KIRKWOOD,DR,S,1
1/24/16,2,Theft,19G40,"Road, Street, or Sidewalk",10600-10699,CHAPEL HILL,DR,-,1
1/24/16,8,Theft,19G50,"Road, Street, or Sidewalk",10100-10199,FORUM WEST,DR,-,1
1/24/16,22,Robbery,19G50,Apartment Parking Lot,9700-9799,FORUM PARK,DR,-,1
1/24/16,20,Theft,1A10,Other Parking Lot,700-799,SAN JACINTO,ST,N,2
1/24/16,12,Burglary,1A10,Apartment,1000-1099,GULF,FWY,-,1
1/24/16,17,Theft,1A10,Other Parking Lot,900-999,SAN JACINTO,ST,N,1
1/24/16,15,Theft,1A10,Other Parking Lot,1400-1499,DALLAS,ST,-,1
1/24/16,15,Burglary,1A20,Residence or House,800-899,ANDREWS,ST,-,1
1/24/16,14,Theft,1A20,Bar or Night Club,2400-2499,BAGBY,ST,-,1
1/24/16,13,Auto Theft,1A20,Other Parking Lot,2100-2199,LOUISIANA,ST,-,1
1/24/16,9,Auto Theft,1A20,Apartment Parking Lot,600-699,TUAM,-,-,1
1/24/16,9,Theft,1A20,Restaurant or Cafeteria Parking Lot,400-499,DREW,ST,-,1
1/24/16,8,Theft,1A20,Grocery Store or Supermarket,3300-3399,MONTROSE,BLVD,-,1
1/24/16,3,Theft,1A20,Residence or House,UNK,HYDE PARK,BLVD,-,1
1/24/16,20,Theft,1A20,"Road, Street, or Sidewalk",1600-1699,WILSON,ST,-,1
1/24/16,22,Auto Theft,1A20,Restaurant or Cafeteria Parking Lot,3400-3499,MONTROSE,BLVD,-,1
1/24/16,23,Theft,1A20,"Road, Street, or Sidewalk",800-899,FARGO,-,-,1
1/24/16,20,Theft,1A30,Restaurant or Cafeteria,1600-1699,WESTHEIMER,RD,-,1
1/24/16,6,Auto Theft,1A30,"Road, Street, or Sidewalk",2000-2099,WOODHEAD,-,-,1
1/24/16,10,Theft,1A30,Apartment,3300-3399,YUPON,-,-,1
1/24/16,21,Theft,1A50,Restaurant or Cafeteria Parking Lot,3800-3899,RICHMOND,AVE,-,1
1/24/16,4,Theft,20G10,Hotel or Motel Parking Lot,5900-5999,SAM HOUSTON,PKWY,W,1
1/24/16,9,Theft,20G10,Apartment Parking Lot,5900-5999,RANCHESTER,DR,-,1
1/24/16,11,Theft,20G30,Residence or House,12400-12499,OXFORD PARK,DR,-,1
1/24/16,12,Theft,20G40,Drug Store or Medical Supply,1800-1899,KIRKWOOD,DR,S,1
1/24/16,10,Theft,20G40,Apartment Parking Lot,2300-2399,HAYES,-,-,1
1/24/16,8,Theft,20G40,Convenience Store,11100-11199,BRIAR FOREST,DR,-,1
1/24/16,20,Burglary,20G40,Apartment,2400-2499,GRAY FALLS,DR,-,1
1/24/16,9,Theft,20G50,Driveway,300-399,VANDERPOOL,LN,-,1
1/24/16,9,Auto Theft,20G50,Restaurant or Cafeteria Parking Lot,900-999,SAM HOUSTON,PKWY,W,1
1/24/16,15,Burglary,20G50,Residence or House,300-399,VANDERPOOL,LN,-,1
1/24/16,17,Theft,20G50,Department or Discount Store,900-999,GESSNER,RD,-,1
1/24/16,18,Theft,20G50,Department or Discount Store,900-999,GESSNER,RD,-,1
1/24/16,14,Theft,20G60,Apartment,14200-14299,KIMBERLEY,LN,-,1
1/24/16,16,Theft,20G80,Grocery Store or Supermarket,1500-1599,ELDRIDGE,PKWY,-,1
1/24/16,9,Theft,20G80,"Other, Unknown, or Not Listed",2200-2299,ELDRIDGE,PKWY,-,1
1/24/16,8,Theft,21I50,Airport Terminal,3500-3599,TERMINAL,RD,N,1
1/24/16,22,Theft,21I50,Airport Terminal,3500-3599,TERMINAL,RD,N,1
1/24/16,20,Theft,21I50,Commercial Parking Lot or Garage,3600-3699,TERMINAL,RD,N,1
1/24/16,20,Theft,23J50,Airport Terminal,7800-7899,AIRPORT,BLVD,-,1
1/24/16,4,Burglary,24C40,Residence or House,24200-24299,SOFT PINE,DR,-,1
1/24/16,13,Theft,24C40,"Road, Street, or Sidewalk",24500-24599,STRONG PINE,DR,-,1
1/24/16,13,Theft,24C40,Driveway,800-899,GREGS,WAY,-,1
1/24/16,17,Burglary,24C40,Residence or House,24200-24299,SHELLBROOK,DR,-,1
1/24/16,9,Theft,24C50,Other Parking Lot,22600-22699,LOOP 494,-,-,1
1/24/16,20,Theft,2A10,Other Parking Lot,200-299,PATTON,-,-,1
1/24/16,11,Theft,2A10,Miscellaneous Business (Non-Specific),200-299,PATTON,-,-,1
1/24/16,6,Theft,2A10,Miscellaneous Business (Non-Specific),2400-2499,MAIN,-,N,1
1/24/16,14,Theft,2A20,"Road, Street, or Sidewalk",1300-1399,TABOR,-,-,1
1/24/16,15,Theft,2A30,"Road, Street, or Sidewalk",200-299,AURORA,ST,-,1
1/24/16,10,Theft,2A30,Commercial Parking Lot or Garage,400-499,OXFORD,ST,-,1
1/24/16,7,Theft,2A30,Commercial Parking Lot or Garage,400-499,OXFORD,ST,-,1
1/24/16,11,Burglary,2A40,Apartment,600-699,MEMORIAL HEIGHTS,DR,-,1
1/24/16,9,Auto Theft,2A50,"Road, Street, or Sidewalk",3900-3999,FEAGAN,ST,-,1
1/24/16,12,Theft,2A50,"Field, Woods, Forest, Park",7100-7199,MEMORIAL,DR,-,1
1/24/16,13,Theft,2A50,,5400-5499,FLOYD,ST,-,1
1/24/16,2,Theft,2A50,"Road, Street, or Sidewalk",1000-1099,THOMPSON,-,-,1
1/24/16,2,Aggravated Assault,2A60,"Road, Street, or Sidewalk",7300-7399,WASHINGTON,AVE,-,1
1/24/16,9,Theft,2A60,Residence or House,6400-6499,LINDYANN,LN,-,1
1/24/16,8,Auto Theft,2A60,Vacant Other Out Build/Monument/UnderConst,1200-1299,23RD,ST,W,1
1/24/16,19,Theft,2A60,Garage or Carport,1500-1599,BEVIS,ST,-,1
1/24/16,15,Theft,3B10,Restaurant or Cafeteria,10400-10499,NORTHWEST,FWY,-,1
1/24/16,8,Auto Theft,3B10,Apartment Parking Lot,4900-4999,34TH,ST,W,1
1/24/16,13,Theft,3B10,Hotel or Motel Parking Lot,11100-11199,NORTHWEST,FWY,-,1
1/24/16,2,Theft,3B10,Bar or Night Club Parking Lot,4600-4699,DACOMA,ST,-,1
1/24/16,8,Theft,3B10,Apartment,3100-3199,MANGUM,-,-,1
1/24/16,20,Robbery,3B40,Restaurant or Cafeteria,5400-5499,SHEPHERD,DR,N,1
1/24/16,3,Burglary,3B50,Vehicle/Auto Sales/Lease/Auto Parts Store,7600-7699,IRVINGTON,BLVD,-,1
1/24/16,13,Theft,3B50,Department or Discount Store,100-199,CROSSTIMBERS,-,E,1
1/24/16,15,Robbery,3B50,Grocery Store or Supermarket Parking Lot,4700-4799,AIRLINE,DR,-,1
1/24/16,15,Burglary,4F10,Apartment,9500-9599,LONG POINT,RD,-,1
1/24/16,20,Robbery,4F10,Strip Business Center Parking Lot,10000-10099,LONG POINT,RD,-,1
1/24/16,22,Theft,4F10,Convenience Store,10100-10199,WESTVIEW,DR,-,1
1/24/16,1,Robbery,4F30,Apartment,18600-18699,PARK VIEW,DR,S,1
1/24/16,13,Theft,4F30,Restaurant or Cafeteria Parking Lot,15000-15099,KATY,FWY,-,1
1/24/16,14,Theft,5F10,"Road, Street, or Sidewalk",1400-1499,WIRT,RD,-,1
1/24/16,2,Auto Theft,5F10,Bar or Night Club Parking Lot,7600-7699,KATY,FWY,-,1
1/24/16,6,Robbery,5F10,Bar or Night Club Parking Lot,2000-2099,WIRT,RD,-,1
1/24/16,22,Burglary,5F10,Commercial Building,7700-7799,KATY,FWY,-,1
1/24/16,8,Theft,5F20,Apartment Parking Lot,3400-3499,BLALOCK,RD,-,1
1/24/16,17,Theft,5F20,Restaurant or Cafeteria Parking Lot,2900-2999,BINGLE,RD,-,1
1/24/16,16,Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,FWY,-,1
1/24/16,11,Burglary,5F30,Commercial Building,6000-6099,CRAWFORD,RD,-,1
1/24/16,6,Theft,5F30,Apartment Parking Lot,6000-6099,HOLLISTER,RD,-,1
1/24/16,3,Theft,5F30,"Road, Street, or Sidewalk",7700-7799,PINEMONT,-,-,1
1/24/16,22,Aggravated Assault,5F30,Apartment Parking Lot,7000-7099,HOLLISTER,RD,-,1
1/24/16,23,Theft,5F30,Convenience Store,4300-4399,GESSNER,DR,-,1
1/24/16,22,Theft,5F30,Restaurant or Cafeteria Parking Lot,12800-12899,NORTHWEST,FWY,-,1
1/24/16,20,Robbery,5F30,Apartment,6500-6599,HOLLISTER,RD,-,1
1/24/16,19,Robbery,5F40,Miscellaneous Business (Non-Specific),13100-13199,WILLOW CHASE,DR,-,1
1/24/16,18,Robbery,5F40,Apartment,12300-12399,GESSNER,RD,N,1
1/24/16,22,Robbery,5F40,Mall Parking Lot,7900-7999,FM 1960,-,W,2
1/24/16,21,Theft,5F40,Other Parking Lot,18300-18399,TOMBALL,PKWY,-,1
1/24/16,11,Theft,5F40,Department or Discount Store,7900-7999,FM 1960,-,W,1
1/24/16,17,Theft,5F40,Miscellaneous Business (Non-Specific),7000-7099,FM 1960,-,W,1
1/24/16,18,Auto Theft,6B10,Vehicle/Auto Sales/Lease/Auto Parts Store,7800-7899,AIRLINE,DR,-,1
1/24/16,11,Theft,6B10,Apartment,6300-6399,NORTHLINE,DR,-,1
1/24/16,12,Auto Theft,6B10,Apartment Parking Lot,300-399,LITTLE YORK,RD,W,1
1/24/16,12,Theft,6B10,Driveway,1000-1099,MAYFORD,-,-,1
1/24/16,13,Auto Theft,6B10,Residence or House,200-299,DIPPING,LN,-,1
1/24/16,13,Auto Theft,6B10,Apartment Parking Lot,300-399,LITTLE YORK,RD,W,1
1/24/16,9,Theft,6B10,Apartment Parking Lot,300-399,LITTLE YORK,RD,W,1
1/24/16,8,Theft,6B10,Driveway,10100-10199,IRVINGTON,BLVD,-,1
1/24/16,7,Theft,6B10,Apartment Parking Lot,300-399,LITTLE YORK,RD,W,1
1/24/16,20,Aggravated Assault,6B10,"Road, Street, or Sidewalk",500-599,DIPPING,LN,-,3
1/24/16,6,Robbery,6B20,"Road, Street, or Sidewalk",6400-6499,STUEBNER AIRLINE,RD,-,1
1/24/16,11,Burglary,6B20,Apartment,2300-2399,TIDWELL,RD,W,1
1/24/16,19,Auto Theft,6B20,Apartment Parking Lot,2300-2399,TIDWELL,RD,-,1
1/24/16,19,Burglary,6B30,Apartment,8000-8099,ANTOINE,DR,-,1
1/24/16,18,Theft,6B30,Department or Discount Store,6600-6699,ANTOINE,DR,-,1
1/24/16,18,Auto Theft,6B30,Residence or House,8700-8799,SCENIC GREEN,DR,-,1
1/24/16,17,Aggravated Assault,6B30,Apartment,5500-5599,DESOTO,-,-,1
1/24/16,16,Theft,6B30,Apartment,5500-5599,DESOTO,-,-,1
1/24/16,13,Burglary,6B30,Residence or House,3600-3699,STORM CREEK,DR,-,1
1/24/16,7,Auto Theft,6B30,"Road, Street, or Sidewalk",5500-5599,COUNCIL GROVE,LN,-,1
1/24/16,0,Aggravated Assault,6B30,Apartment,6400-6499,ANTOINE,DR,-,2
1/24/16,0,Theft,6B30,Apartment,6200-6299,ANTOINE,DR,-,1
1/24/16,0,Robbery,6B30,Apartment Parking Lot,8000-8099,ANTOINE,DR,-,1
1/24/16,14,Burglary,6B40,Residence or House,700-799,JUNELL,-,-,1
1/24/16,10,Theft,6B50,Apartment Parking Lot,200-299,PLAZA VERDE,DR,-,1
1/24/16,9,Auto Theft,6B50,Residence or House,14900-14999,IMPERIAL VALLEY,DR,-,1
1/24/16,20,Robbery,6B50,"Road, Street, or Sidewalk",12000-12099,AIRLINE,DR,-,1
1/24/16,20,Auto Theft,6B50,Apartment Parking Lot,16000-16099,COTILLION,DR,-,1
1/24/16,23,Robbery,6B60,Service or Gas Station,13700-13799,NORTH,FWY,-,1
1/24/16,18,Auto Theft,6B60,Apartment Parking Lot,13500-13599,NORTHBOROUGH,DR,-,1
1/24/16,18,Theft,6B60,"Road, Street, or Sidewalk",16800-16899,CITY VIEW,PL,-,1
1/24/16,21,Aggravated Assault,7C10,Apartment,5300-5399,COKE,ST,-,1
1/24/16,20,Robbery,7C10,"Road, Street, or Sidewalk",2700-2799,FOOTE,-,-,1
1/24/16,20,Aggravated Assault,7C20,Apartment Parking Lot,6600-6699,HIRSCH,-,-,1
1/24/16,17,Auto Theft,7C20,Bar or Night Club Parking Lot,3300-3399,LOCKWOOD,DR,-,1
1/24/16,15,Robbery,7C20,"Road, Street, or Sidewalk",5600-5699,KELLEY,-,-,1
1/24/16,3,Robbery,7C20,Service or Gas Station,3600-3699,DES CHAUMES,ST,-,1
1/24/16,7,Aggravated Assault,7C20,Apartment,2600-2699,CRESTON,DR,-,1
1/24/16,4,Robbery,7C30,"Road, Street, or Sidewalk",1800-1899,SCHILDER,DR,-,1
1/24/16,17,Theft,7C30,Miscellaneous Business (Non-Specific),9400-9499,JENSEN,DR,-,1
1/24/16,19,Theft,7C40,,9900-9999,EASTEX,FWY,-,1
1/24/16,17,Theft,7C50,Residence or House,5800-5899,DWYER,ST,-,1
1/24/16,16,Burglary,8C20,Residence or House,6500-6599,HOFFMAN,-,-,1
1/24/16,15,Aggravated Assault,8C30,Residence or House,8000-8099,RECORD,-,-,1
1/24/16,15,Theft,8C30,Residence or House,8000-8099,ETHEL,ST,-,1
1/24/16,21,Theft,8C30,Department or Discount Store,9200-9299,WAYSIDE,-,N,1
1/24/16,21,Theft,8C40,Grocery Store or Supermarket Parking Lot,9400-9499,MESA,DR,-,1
1/24/16,11,Burglary,8C50,Apartment,8600-8699,STERLINGSHIRE,-,-,1
1/24/16,21,Aggravated Assault,8C50,Driveway,9300-9399,SEEKER,-,-,1
1/24/16,14,Theft,8C60,"Road, Street, or Sidewalk",7400-7499,GLEASON,RD,-,1
1/24/16,1,Auto Theft,8C60,Residence or House,10900-10999,CHEEVES,DR,-,1
1/24/16,23,Robbery,9C20,Service or Gas Station,8100-8199,EAST,FWY,-,1
1/24/16,0,Theft,9C20,Bar or Night Club,7700-7799,EAST,FWY,-,1
1/24/16,8,Theft,9C20,Grocery Store or Supermarket,5800-5899,LYONS,-,-,1
1/24/16,14,Theft,9C20,Convenience Store,7600-7699,EAST,FWY,-,1
1/24/16,16,Theft,9C30,Hotel or Motel Parking Lot,800-899,MERCURY,-,-,1
1/24/16,11,Auto Theft,9C30,Residence or House,10600-10699,NEEDHAM,-,-,1
1/24/16,16,Theft,9C40,Residence or House,12400-12499,JANEY,-,-,1
1/24/16,9,Aggravated Assault,9C40,Apartment,12800-12899,MARKET,ST,-,1
1/24/16,5,Theft,9C40,Restaurant or Cafeteria Parking Lot,13400-13499,EAST,FWY,-,1
1/24/16,2,Murder,9C40,"Other, Unknown, or Not Listed",12400-12499,MARKET,ST,-,1
1/24/16,18,Theft,UNK,"Field, Woods, Forest, Park",19000-19099,SAUMS,RD,-,1
1/25/16,21,Theft,10H20,Residence or House,700-799,OAKHURST,-,-,1
1/25/16,7,Theft,10H30,Apartment Parking Lot,600-699,SAINT EMANUEL,ST,-,1
1/25/16,11,Aggravated Assault,10H30,Bar or Night Club Parking Lot,2000-2099,LEELAND,-,-,1
1/25/16,14,Theft,10H30,Other Parking Lot,2000-2099,DALLAS,ST,-,1
1/25/16,16,Theft,10H40,"Road, Street, or Sidewalk",1500-1599,HADLEY,ST,-,1
1/25/16,16,Theft,10H40,"Road, Street, or Sidewalk",4200-4299,SAN JACINTO,-,-,1
1/25/16,2,Auto Theft,10H40,Other Parking Lot,2400-2499,SAN JACINTO,-,-,1
1/25/16,2,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,SAN JACINTO,ST,-,1
1/25/16,6,Theft,10H50,"Road, Street, or Sidewalk",3000-3099,ELGIN,ST,-,1
1/25/16,17,Theft,10H50,Light Rail (Metro Rail) Vehicle,3700-3799,SCOTT,ST,-,1
1/25/16,16,Aggravated Assault,10H50,Restaurant or Cafeteria Parking Lot,3700-3799,SCOTT,ST,-,2
1/25/16,19,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3400-3499,BREMOND,ST,-,1
1/25/16,19,Theft,10H60,Other Parking Lot,5200-5299,CALHOUN,RD,-,1
1/25/16,2,Aggravated Assault,10H60,Residence or House,4000-4099,CHARLESTON,-,-,1
