Date,Hour,Offense_Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,Number_offenses
1/25/16,0,Theft,10H70,Light Rail Platform,6400-6499,FANNIN,ST,-,1
1/25/16,7,Auto Theft,10H70,Residence or House,1500-1599,WICHITA,ST,-,1
1/25/16,9,Burglary,10H70,Hospital,6600-6699,FANNIN,ST,-,1
1/25/16,9,Theft,10H70,Hospital,6500-6599,FANNIN,ST,-,1
1/25/16,9,Auto Theft,10H80,"Road, Street, or Sidewalk",1700-1799,MILFORD,-,-,1
1/25/16,12,Theft,10H80,Miscellaneous Business (Non-Specific),6300-6399,MAIN,ST,-,1
1/25/16,13,Burglary,11H10,Social Services or Public Charities,7500-7599,AVENUE,-,-,1
1/25/16,12,Robbery,11H10,Restaurant or Cafeteria,1400-1499,SSGT MACARIO GARCIA,DR,-,1
1/25/16,11,Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,-,S,1
1/25/16,14,Robbery,11H10,Savings and Loan Institutions,2100-2199,WAYSIDE,-,S,1
1/25/16,14,Theft,11H10,"Road, Street, or Sidewalk",1900-1999,DISMUKE,-,-,1
1/25/16,15,Theft,11H10,Department or Discount Store,2300-2399,WAYSIDE,-,S,1
1/25/16,21,Theft,11H10,Department or Discount Store,2300-2399,WAYSIDE,-,S,1
1/25/16,22,Theft,11H20,"Road, Street, or Sidewalk",7600-7699,HEMLOCK,ST,-,1
1/25/16,20,Theft,11H20,Laundry or Dry Cleaners Parking Lot,2500-2599,BROADWAY,ST,-,1
1/25/16,11,Theft,11H20,Residence or House,7400-7499,HEMLOCK,ST,-,1
1/25/16,9,Aggravated Assault,11H30,Apartment,8300-8399,PARK PLACE,BLVD,-,1
1/25/16,12,Theft,11H30,"Pawn, Resale Shop, or Flea Market",3800-3899,BROADWAY,ST,-,1
1/25/16,21,Burglary,11H30,Residence or House,8100-8199,GLENBROOK,DR,-,1
1/25/16,16,Theft,11H50,Convenience Store Parking Lot,2000-2099,ALLEN GENOA,RD,-,1
1/25/16,15,Theft,12D10,Restaurant or Cafeteria Parking Lot,1100-1199,EDGEBROOK,DR,-,1
1/25/16,15,Theft,12D10,Other Parking Lot,9600-9699,ROWLETT,-,-,1
1/25/16,14,Theft,12D10,Grocery Store or Supermarket Parking Lot,10000-10099,ALMEDA GENOA,RD,-,1
1/25/16,14,Theft,12D10,Service or Gas Station,10500-10599,GULF,FWY,-,1
1/25/16,12,Theft,12D10,Department or Discount Store,10000-10099,ALMEDA GENOA,RD,-,1
1/25/16,12,Theft,12D10,Specialty Store (Non-Specific),10500-10599,GULF,FWY,-,1
1/25/16,12,Burglary,12D10,Residence or House,800-899,MARLEEN,-,-,1
1/25/16,8,Auto Theft,12D10,Driveway,2100-2199,FREY,RD,-,2
1/25/16,8,Theft,12D10,Residence or House,9900-9999,WINDMILL LAKES,BLVD,-,1
1/25/16,7,Auto Theft,12D10,Apartment Parking Lot,9900-9999,WINDMILL LAKES,BLVD,-,1
1/25/16,7,Theft,12D10,Residence or House,9000-9099,INTERVALE,-,-,1
1/25/16,18,Theft,12D10,Department or Discount Store,9500-9599,ROWLETT,-,-,1
1/25/16,18,Theft,12D10,Driveway,9800-9899,JENNIFER WAY,DR,W,1
1/25/16,18,Theft,12D10,Apartment Parking Lot,9900-9999,WINDMILL LAKES,BLVD,-,1
1/25/16,10,Auto Theft,12D20,Other Parking Lot,11800-11899,DICKINSON,RD,-,1
1/25/16,15,Burglary,12D40,Apartment,900-999,FM 1959,-,-,1
1/25/16,12,Theft,12D50,Driveway,14500-14599,HILLSIDE HICKORY,CT,-,1
1/25/16,16,Theft,12D50,Driveway,13600-13699,SHADOW FALLS,CT,-,1
1/25/16,18,Theft,12D50,Driveway,1600-1699,ALMOND BROOK,LN,-,1
1/25/16,15,Auto Theft,12D70,Apartment Parking Lot,15500-15599,ZABOLIO,LN,-,1
1/25/16,15,Auto Theft,12D70,Apartment Parking Lot,600-699,PINELOCH,DR,-,1
1/25/16,14,Theft,12D70,Department or Discount Store,18100-18199,GULF,FWY,-,1
1/25/16,15,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,2
1/25/16,12,Theft,12D70,Mall Parking Lot,500-599,BAYBROOK MALL,-,-,1
1/25/16,8,Theft,12D70,Apartment,200-299,EL DORADO,BLVD,-,1
1/25/16,7,Theft,13D10,"Hotel, Motel, Inn, Etc.",6600-6699,GULF,FWY,-,1
1/25/16,15,Theft,13D10,Service or Gas Station,7000-7099,LOOP,-,S,1
1/25/16,21,Burglary,13D10,Apartment,2900-2999,PLUM CREEK,LN,-,1
1/25/16,20,Theft,13D10,"Other, Unknown, or Not Listed",7100-7199,EDNA,ST,-,1
1/25/16,19,Burglary,13D20,Residence or House,8200-8299,WILMERDEAN,-,-,1
1/25/16,15,Theft,13D20,Driveway,6000-6099,HARBROOK,DR,-,1
1/25/16,14,Theft,13D20,Other Parking Lot,4000-4099,BROADWAY,ST,-,1
1/25/16,17,Theft,13D20,Grocery Store or Supermarket,6300-6399,TELEPHONE,-,-,1
1/25/16,12,Burglary,13D20,Apartment,8800-8899,BROADWAY,ST,-,1
1/25/16,12,Auto Theft,13D20,Residence or House,6200-6299,HERON,DR,-,1
1/25/16,10,Theft,13D20,"Hotel, Motel, Inn, Etc.",9000-9099,AIRPORT,BLVD,-,1
1/25/16,6,Theft,13D20,Driveway,6800-6899,EVANS,ST,-,1
1/25/16,3,Theft,13D20,"Road, Street, or Sidewalk",6700-6799,BIGGS,CT,-,1
1/25/16,20,Theft,13D30,Residence or House,8100-8199,AIRPORT,BLVD,-,1
1/25/16,17,Burglary,13D40,Residence or House,8200-8299,COASTWAY,-,-,1
1/25/16,8,Theft,13D40,"Hotel, Motel, Inn, Etc.",11100-11199,TELEPHONE,-,-,1
1/25/16,16,Aggravated Assault,13D40,Convenience Store Parking Lot,8000-8099,FUQUA,ST,-,1
1/25/16,15,Theft,13D40,Other Parking Lot,7900-7999,ALMEDA GENOA,RD,-,1
1/25/16,15,Aggravated Assault,14D10,Apartment,3900-3999,CORDER,ST,-,1
1/25/16,11,Burglary,14D10,Residence or House,5100-5199,KEYSTONE,-,-,1
1/25/16,13,Burglary,14D10,Residence or House,4900-4999,PERRY,-,-,1
1/25/16,20,Burglary,14D10,Residence or House,3700-3799,ALBERTA,ST,-,1
1/25/16,20,Burglary,14D10,Residence or House,4000-4099,PORTER,-,-,1
1/25/16,21,Burglary,14D20,Residence or House,4400-4499,KNOXVILLE,-,-,1
1/25/16,15,Aggravated Assault,14D20,Residence or House,4100-4199,BRINKLEY,ST,-,1
1/25/16,14,Robbery,14D20,"Laundry, Dry Cleaners, Washaterias",7100-7199,SCOTT,ST,-,1
1/25/16,16,Aggravated Assault,14D30,"Road, Street, or Sidewalk",5400-5499,WINDEMERE,-,-,1
1/25/16,15,Theft,14D30,Residence or House,5900-5999,SOUTHSEAS,-,-,1
1/25/16,12,Theft,14D40,Residence or House,12900-12999,FAWNWAY,DR,-,1
1/25/16,8,Theft,14D40,"Other, Unknown, or Not Listed",12700-12799,SOUTH,FWY,-,1
1/25/16,3,Theft,1.50E+11,Apartment,UNK,BRAESWOOD,BLVD,-,1
1/25/16,9,Theft,1.50E+21,Commercial Parking Lot or Garage,10300-10399,POST OAK,RD,S,1
1/25/16,7,Theft,1.50E+21,Driveway,5800-5899,FONTENELLE,DR,-,1
1/25/16,15,Theft,1.50E+21,Garage or Carport,10700-10799,BRAEWICK,DR,-,1
1/25/16,14,Theft,1.50E+21,"Pawn, Resale Shop, or Flea Market",11000-11099,POST OAK,RD,S,1
1/25/16,23,Robbery,1.50E+21,Strip Business Center Parking Lot,5500-5599,GASMER,DR,-,1
1/25/16,21,Theft,1.50E+31,Drug Store or Medical Supply,2600-2699,HOLCOMBE,BLVD,W,1
1/25/16,20,Theft,1.50E+31,Strip Business Center Parking Lot,8700-8799,LOOP,-,W,1
1/25/16,16,Theft,1.50E+31,Other Parking Lot,UNK,DORRINGTON,ST,-,1
1/25/16,13,Burglary,1.50E+31,Residence or House,4400-4499,SANFORD,RD,-,1
1/25/16,0,Burglary,1.50E+31,Apartment,UNK,CHARLESTON PARK,DR,-,1
1/25/16,13,Theft,1.50E+41,Restaurant or Cafeteria Parking Lot,2500-2599,LOOP,-,-,1
1/25/16,13,Theft,1.50E+41,Restaurant or Cafeteria Parking Lot,2600-2699,LOOP,-,-,1
1/25/16,11,Theft,1.50E+41,Miscellaneous Business (Non-Specific),7400-7499,FANNIN,ST,-,1
1/25/16,14,Theft,1.50E+41,Other Parking Lot,7800-7899,MAIN,ST,-,1
1/25/16,15,Theft,1.50E+41,"Vacant Other Residential (Apartment,Dorms)",7600-7699,KIRBY,DR,-,1
1/25/16,15,Theft,1.50E+41,Department or Discount Store,8500-8599,MAIN,ST,-,1
1/25/16,7,Theft,1.60E+11,Apartment Parking Lot,11900-11999,CITY PARK CENTRAL,LN,-,1
1/25/16,6,Theft,1.60E+21,Driveway,5300-5399,DANFIELD,DR,-,1
1/25/16,9,Burglary,1.60E+21,Commercial Building,4200-4299,OREM,DR,W,1
1/25/16,2,Robbery,1.60E+21,,3500-3599,FUQUA,ST,W,1
1/25/16,0,Auto Theft,1.60E+21,"Road, Street, or Sidewalk",15300-15399,WICKBRIAR,DR,-,1
1/25/16,6,Theft,1.60E+31,Rental Storage Facility,5700-5799,FUQUA,ST,W,1
1/25/16,13,Theft,1.60E+31,Apartment Parking Lot,13900-13999,HILLCROFT,-,-,1
1/25/16,6,Auto Theft,1.60E+41,"Road, Street, or Sidewalk",6000-6099,QUIET VILLAGE,CT,-,1
1/25/16,1,Theft,1.60E+41,Residence or House,7400-7499,EDGECRAFT,DR,-,1
1/25/16,20,Theft,1.70E+11,Convenience Store,6000-6099,HILLCROFT,-,-,1
1/25/16,8,Burglary,1.70E+11,Vehicle/Auto Sales/Lease/Auto Parts Store,6100-6199,CHIMNEY ROCK,RD,-,1
1/25/16,8,Auto Theft,1.70E+11,Apartment Parking Lot,7300-7399,HILLCROFT,-,-,1
1/25/16,11,Theft,1.70E+11,,6500-6599,DE MOSS,DR,-,1
1/25/16,12,Theft,1.70E+21,Miscellaneous Business (Non-Specific),8700-8799,FONDREN,RD,-,1
1/25/16,15,Theft,1.70E+21,Drug Store or Medical Supply,8500-8599,BRAESWOOD,BLVD,S,1
1/25/16,6,Auto Theft,1.70E+21,Strip Business Center Parking Lot,8000-8099,SOUTHWEST,FWY,-,1
1/25/16,20,Aggravated Assault,1.70E+21,Apartment,8500-8599,NAIRN,-,-,1
1/25/16,19,Auto Theft,1.70E+21,Apartment Parking Lot,8400-8499,NAIRN,-,-,1
1/25/16,18,Theft,1.70E+21,Service or Gas Station,7900-7999,BEECHNUT,ST,-,1
1/25/16,18,Theft,1.70E+31,Government or Public Building,10900-10999,GESSNER,DR,S,1
1/25/16,19,Theft,1.70E+31,Apartment Parking Lot,9700-9799,GESSNER,DR,S,1
1/25/16,6,Burglary,1.70E+31,Apartment,8700-8799,GUSTINE,LN,-,1
1/25/16,9,Burglary,1.70E+31,Apartment,8700-8799,GUSTINE,LN,-,1
1/25/16,5,Aggravated Assault,1.70E+31,Apartment,8800-8899,GUSTINE,LN,-,1
1/25/16,13,Theft,1.70E+31,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY,-,1
1/25/16,8,Theft,1.70E+41,"Road, Street, or Sidewalk",10700-10799,BRAES FOREST,DR,-,1
1/25/16,7,Auto Theft,1.70E+41,Driveway,12200-12299,PREAKNESS,WAY,-,1
1/25/16,6,Auto Theft,18F10,Driveway,400-499,LONGWOODS,LN,-,1
1/25/16,11,Theft,18F10,Residence or House,700-799,INTERNATIONAL,BLVD,-,1
1/25/16,15,Theft,18F10,Nursing Home,700-799,POST OAK,RD,N,1
1/25/16,11,Theft,18F20,Department or Discount Store,5000-5099,WESTHEIMER,RD,-,1
1/25/16,11,Theft,18F20,"Road, Street, or Sidewalk",5100-5199,CHEVY CHASE,-,-,1
1/25/16,13,Theft,18F20,Restaurant or Cafeteria Parking Lot,4700-4799,SAN FELIPE,ST,-,1
1/25/16,13,Burglary,18F20,Residence or House,5600-5699,SAN FELIPE,ST,-,1
1/25/16,5,Theft,18F20,Apartment Parking Lot,5400-5499,BEVERLYHILL,ST,-,1
1/25/16,8,Theft,18F20,"Road, Street, or Sidewalk",5500-5599,SCHUMACHER,LN,-,1
1/25/16,9,Theft,18F20,"Road, Street, or Sidewalk",5500-5599,SCHUMACHER,LN,-,1
1/25/16,22,Theft,18F20,,3300-3399,SAGE,RD,-,1
1/25/16,21,Theft,18F30,Restaurant or Cafeteria Parking Lot,6000-6099,WESTHEIMER,RD,-,1
1/25/16,9,Robbery,18F30,Bank,5700-5799,WOODWAY,DR,-,1
1/25/16,12,Theft,18F30,Miscellaneous Business (Non-Specific),6300-6399,RICHMOND,AVE,-,1
1/25/16,8,Auto Theft,18F40,Apartment Parking Lot,2600-2699,MARILEE,LN,-,1
1/25/16,20,Theft,18F40,Grocery Store or Supermarket Parking Lot,2700-2799,DUNVALE,RD,-,1
1/25/16,20,Theft,18F40,"Other, Unknown, or Not Listed",6300-6399,SAN FELIPE,ST,-,1
1/25/16,7,Theft,18F50,Bar or Night Club Parking Lot,6400-6499,SOUTHWEST,FWY,-,1
1/25/16,15,Theft,18F50,Apartment Parking Lot,3200-3299,GESSNER,DR,S,1
1/25/16,15,Theft,18F60,Residence or House,8500-8599,ROOS,-,-,1
1/25/16,10,Burglary,18F60,Residence or House,7900-7999,GULFTON,-,-,1
1/25/16,6,Burglary,18F60,Residence or House,7800-7899,SANDS POINT,DR,-,1
1/25/16,6,Theft,18F60,Apartment,7100-7199,GESSNER,DR,S,1
1/25/16,22,Robbery,18F60,Strip Business Center Parking Lot,8200-8299,GESSNER,DR,S,1
1/25/16,21,Robbery,18F60,Strip Business Center Parking Lot,8200-8299,GESSNER,DR,S,1
1/25/16,18,Theft,18F60,Driveway,7800-7899,GULFTON,-,-,1
1/25/16,18,Theft,19G10,Service or Gas Station,10900-10999,BEECHNUT,ST,-,1
1/25/16,18,Theft,19G10,"Road, Street, or Sidewalk",9700-9799,BEECHNUT,ST,-,1
1/25/16,16,Robbery,19G10,"Road, Street, or Sidewalk",9400-9499,SAM HOUSTON,PKWY,W,1
1/25/16,19,Theft,19G10,Department or Discount Store,8300-8399,WILCREST,DR,-,1
1/25/16,19,Auto Theft,19G10,Convenience Store Parking Lot,9700-9799,CLUB CREEK,DR,-,1
1/25/16,23,Aggravated Assault,19G10,"Multi-Plex Home (Duplex,Triplex Etc.)",8500-8599,MAPLECREST,DR,-,1
1/25/16,23,Theft,19G10,"Road, Street, or Sidewalk",10000-10099,LANSDALE,DR,-,1
1/25/16,6,Burglary,19G10,Apartment,9200-9299,WOODFAIR,DR,-,1
1/25/16,7,Auto Theft,19G10,Apartment Parking Lot,10600-10699,BEECHNUT,ST,-,1
1/25/16,8,Auto Theft,19G10,Apartment Parking Lot,10500-10599,SPICE,LN,-,1
1/25/16,8,Auto Theft,19G10,Apartment Parking Lot,8000-8099,BOONE,RD,-,2
1/25/16,9,Auto Theft,19G10,Apartment Parking Lot,9200-9299,WOODFAIR,DR,-,1
1/25/16,11,Theft,19G10,Apartment Parking Lot,7500-7599,CORPORATE,DR,-,1
1/25/16,12,Auto Theft,19G10,Bar or Night Club Parking Lot,10300-10399,CLUB CREEK,DR,-,1
1/25/16,12,Aggravated Assault,19G10,"Road, Street, or Sidewalk",9300-9399,WOODFAIR,DR,-,1
1/25/16,13,Theft,19G10,Strip Business Center Parking Lot,8200-8299,WILCREST,DR,-,1
1/25/16,14,Theft,19G10,Grocery Store or Supermarket Parking Lot,9500-9599,SAM HOUSTON,PKWY,W,1
1/25/16,17,Theft,19G10,Apartment,10000-10099,GREENFORK,DR,-,1
1/25/16,14,Robbery,19G20,Apartment,7700-7799,CORPORATE 2301,-,-,1
1/25/16,6,Theft,19G20,Driveway,4100-4199,BUGLE,-,-,1
1/25/16,21,Theft,19G20,Grocery Store or Supermarket Parking Lot,11200-11299,BELLAIRE,BLVD,-,1
1/25/16,21,Theft,19G30,"Church, Synagogue, or Temple Parking Lot",7400-7499,COOK,RD,-,1
1/25/16,20,Robbery,19G30,"Road, Street, or Sidewalk",7000-7099,GREENWAY CHASE,ST,-,1
1/25/16,16,Theft,19G30,"Road, Street, or Sidewalk",4500-4599,COOK,RD,-,1
1/25/16,16,Theft,19G40,Apartment Parking Lot,9700-9799,LEAWOOD,BLVD,-,1
1/25/16,14,Aggravated Assault,19G40,"Road, Street, or Sidewalk",12600-12699,BISSONNET,ST,-,1
1/25/16,7,Theft,19G40,Driveway,11800-11899,PLUMBROOK,DR,-,1
1/25/16,8,Aggravated Assault,19G40,Residence or House,12700-12799,BEXLEY,DR,-,1
1/25/16,20,Theft,19G40,Residence or House,8800-8899,LEAMONT,-,-,1
1/25/16,21,Auto Theft,19G50,Hotel or Motel Parking Lot,11100-11199,SOUTHWEST,FWY,-,1
1/25/16,17,Auto Theft,19G50,Park and Ride Terminal,9900-9999,US 59,-,S,1
1/25/16,15,Burglary,19G50,Apartment,10200-10299,BISSONNET,ST,-,1
1/25/16,9,Theft,19G50,Apartment Parking Lot,10100-10199,SAM HOUSTON,PKWY,W,1
1/25/16,9,Theft,19G50,Vehicle/Auto Sales/Lease/Auto Parts Store,10900-10999,BISSONNET,ST,-,1
1/25/16,8,Theft,19G50,Apartment Parking Lot,10100-10199,SAM HOUSTON,PKWY,W,1
1/25/16,8,Theft,19G50,Driveway,10500-10599,LANDS END,DR,-,1
1/25/16,13,Burglary,19G50,Apartment,10400-10499,SOUTH,DR,-,1
1/25/16,13,Theft,1A10,"Road, Street, or Sidewalk",100-199,CHENEVERT,-,N,1
1/25/16,11,Theft,1A10,"Road, Street, or Sidewalk",1000-1099,MCKINNEY,ST,-,1
1/25/16,15,Theft,1A10,Commercial Parking Lot or Garage,800-899,ST JOSEPH,PKWY,-,1
1/25/16,18,Burglary,1A20,Residence or House,700-799,CLEVELAND,ST,-,1
1/25/16,16,Theft,1A20,Other Parking Lot,2400-2499,MONTROSE,BLVD,-,1
1/25/16,16,Theft,1A20,"Road, Street, or Sidewalk",900-999,ANDREWS,ST,-,1
1/25/16,15,Theft,1A30,Restaurant or Cafeteria Parking Lot,3100-3199,ARGONNE,ST,-,1
1/25/16,14,Theft,1A30,Restaurant or Cafeteria Parking Lot,2100-2199,RICHMOND,AVE,-,1
1/25/16,8,Auto Theft,1A30,"Road, Street, or Sidewalk",2400-2499,MAIN,ST,W,1
1/25/16,18,Burglary,1A30,Residence or House,2300-2399,PECKHAM,-,-,1
1/25/16,19,Theft,1A30,Restaurant or Cafeteria Parking Lot,2400-2499,RICHMOND,AVE,-,1
1/25/16,10,Theft,1A40,Bus Stop,3400-3499,WESTHEIMER,RD,-,1
1/25/16,10,Theft,1A50,"Gym, Recreat, Club House, Indoor Pool, Spa",4400-4499,WESTHEIMER,RD,-,1
1/25/16,11,Theft,1A50,Department or Discount Store,3900-3999,BISSONNET,ST,-,1
1/25/16,11,Theft,1A50,Residence or House,UNK,BRIAR HOLLOW,LN,S,1
1/25/16,16,Auto Theft,1A50,Commercial Parking Lot or Garage,4700-4799,SOUTHWEST,FWY,-,1
1/25/16,7,Theft,1A50,,2600-2699,SOUTHWEST,FWY,-,1
1/25/16,7,Theft,1A50,Hotel or Motel Parking Lot,2600-2699,SOUTHWEST,FWY,-,1
1/25/16,20,Theft,1A50,Commercial Parking Lot or Garage,3800-3899,RICHMOND,AVE,-,1
1/25/16,20,Theft,1A50,"Road, Street, or Sidewalk",3800-3899,RICHMOND,AVE,-,1
1/25/16,21,Burglary,20G10,Apartment,9200-9299,CLAREWOOD,DR,-,1
1/25/16,19,Theft,20G10,"Other, Unknown, or Not Listed",8700-8799,TOWN PARK,DR,-,1
1/25/16,23,Theft,20G10,Hotel or Motel Parking Lot,2900-2999,BRIARPARK,DR,-,1
1/25/16,0,Robbery,20G10,Apartment Parking Lot,10200-10299,HARWIN,DR,-,1
1/25/16,4,Robbery,20G10,Restaurant or Cafeteria Parking Lot,10000-10099,WESTPARK,DR,-,1
1/25/16,11,Theft,20G10,Restaurant or Cafeteria,2900-2999,SAM HOUSTON,PKWY,W,1
1/25/16,14,Burglary,20G10,Apartment,6300-6399,RANCHESTER,DR,-,1
1/25/16,8,Auto Theft,20G20,Hotel or Motel Parking Lot,2400-2499,ROGERDALE,RD,-,1
1/25/16,3,Burglary,20G20,Convenience Store,700-799,SAM HOUSTON,PKWY,W,1
1/25/16,23,Theft,20G30,Other Parking Lot,2600-2699,KIRKWOOD,DR,S,1
1/25/16,22,Auto Theft,20G30,Apartment Parking Lot,10900-10999,MEADOWGLEN,LN,-,1
1/25/16,21,Theft,20G30,Other Parking Lot,10700-10799,WESTHEIMER,RD,-,1
1/25/16,8,Theft,20G30,"Gym, Recreat, Club House, Indoor Pool, Spa",12500-12599,WESTHEIMER,RD,-,1
1/25/16,7,Auto Theft,20G30,Commercial Parking Lot or Garage,10500-10599,RICHMOND,AVE,-,1
1/25/16,13,Theft,20G30,Department or Discount Store,11700-11799,WESTHEIMER,RD,-,1
1/25/16,12,Theft,20G30,Grocery Store or Supermarket,11800-11899,WESTHEIMER,RD,-,1
1/25/16,17,Theft,20G30,Strip Business Center Parking Lot,12500-12599,WESTHEIMER,RD,-,1
1/25/16,9,Burglary,20G40,Maintenance or Building Services,1300-1399,SILVERADO,DR,-,1
1/25/16,22,Theft,20G50,Mall Parking Lot,300-399,MEMORIAL CITY,WAY,-,2
1/25/16,22,Theft,20G50,Restaurant or Cafeteria Parking Lot,9800-9899,KATY,FWY,-,1
1/25/16,18,Theft,20G50,Miscellaneous Business (Non-Specific),9800-9899,KATY,FWY,-,1
1/25/16,2,Burglary,20G60,Convenience Store,800-899,DAIRY ASHFORD,-,-,1
1/25/16,6,Theft,20G60,Hotel or Motel Parking Lot,15100-15199,KATY,FWY,-,1
1/25/16,17,Theft,20G60,Convenience Store,14700-14799,MEMORIAL,DR,-,1
1/25/16,16,Theft,20G60,Other Parking Lot,14400-14499,MEMORIAL,DR,-,1
1/25/16,14,Theft,20G60,Restaurant or Cafeteria,14500-14599,MEMORIAL,DR,-,1
1/25/16,19,Theft,20G60,Apartment Parking Lot,14400-14499,STILL MEADOW,DR,-,1
1/25/16,19,Aggravated Assault,20G70,Apartment,3900-3999,SYNOTT,-,-,1
1/25/16,19,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
1/25/16,19,Theft,21I50,"Other, Unknown, or Not Listed",3900-3999,TERMINAL,RD,N,1
1/25/16,21,Theft,21I50,Airport Terminal,3800-3899,TERMINAL,RD,S,1
1/25/16,11,Theft,24C10,Residence or House,1000-1099,BONNIE GLEN,-,-,1
1/25/16,13,Theft,24C50,Residence or House,23700-23799,EASTEX,FWY,-,1
1/25/16,11,Theft,2A10,Residence or House,1500-1599,EVERETT,ST,-,1
1/25/16,4,Burglary,2A10,Service or Gas Station,2100-2199,MAIN,-,N,1
1/25/16,1,Aggravated Assault,2A20,"Hotel, Motel, Inn, Etc.",1500-1599,LOOP,-,N,3
1/25/16,16,Burglary,2A20,Residence or House,900-999,25TH,ST,E,1
1/25/16,16,Burglary,2A30,Residence or House,800-899,TEETSHORN,-,-,1
1/25/16,14,Theft,2A30,Convenience Store,100-199,20TH,ST,W,1
1/25/16,11,Theft,2A30,Restaurant or Cafeteria Parking Lot,2000-2099,YALE,-,-,1
1/25/16,11,Theft,2A30,Driveway,600-699,20TH,ST,W,1
1/25/16,7,Burglary,2A30,Miscellaneous Business (Non-Specific),1100-1199,11TH,ST,W,1
1/25/16,9,Burglary,2A40,Residence or House,1000-1099,EDWARDS,ST,-,1
1/25/16,1,Theft,2A50,"Road, Street, or Sidewalk",1300-1399,FOWLER,-,-,1
1/25/16,11,Burglary,2A50,Residence or House,4500-4599,GIBSON,-,-,1
1/25/16,14,Theft,2A50,Driveway,5200-5299,EIGEL,ST,-,1
1/25/16,15,Theft,2A50,Hotel or Motel Parking Lot,5800-5899,KATY,FWY,-,1
1/25/16,13,Theft,3B10,Restaurant or Cafeteria Parking Lot,2000-2099,MANGUM,RD,-,1
1/25/16,8,Auto Theft,3B10,Strip Business Center Parking Lot,500-599,NORTHWEST MALL,-,-,1
1/25/16,13,Theft,3B30,Construction Site,1100-1199,WAKEFIELD,DR,-,1
1/25/16,17,Theft,3B40,Residence or House,300-399,33RD,ST,E,1
1/25/16,17,Theft,3B40,Government or Public Building,5300-5399,SHEPHERD,DR,N,1
1/25/16,3,Auto Theft,3B50,Driveway,7300-7399,ROSWELL,-,-,1
1/25/16,17,Theft,3B50,Residence or House,100-199,DEERFIELD,ST,-,1
1/25/16,16,Theft,3B50,Convenience Store,800-899,POST,-,-,1
1/25/16,15,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
1/25/16,12,Theft,3B50,"Road, Street, or Sidewalk",200-299,REBECCA,-,-,1
1/25/16,10,Robbery,3B50,Miscellaneous Business (Non-Specific),UNK,CROSSTIMBERS,ST,-,1
1/25/16,0,Robbery,4F10,Apartment,1300-1399,WITTE,RD,-,1
1/25/16,8,Auto Theft,4F10,Apartment Parking Lot,10100-10199,WESTVIEW,DR,-,1
1/25/16,14,Theft,4F20,Grocery Store or Supermarket,10200-10299,KEMPWOOD,-,-,1
1/25/16,15,Auto Theft,4F20,Residence or House,10000-10099,HAMMERLY,-,-,1
1/25/16,22,Theft,4F20,Convenience Store,2300-2399,SAM HOUSTON,PKWY,W,1
1/25/16,15,Burglary,4F20,Residence or House,10500-10599,NORTON,DR,-,1
1/25/16,15,Theft,4F30,Residence or House,18600-18699,PARK HARBOR,DR,-,1
1/25/16,10,Theft,4F30,Driveway,17500-17599,SUNDROP,LN,-,1
1/25/16,13,Theft,4F30,Residence or House,18700-18799,PARK HARBOR,DR,-,1
1/25/16,6,Theft,4F30,Driveway,1600-1699,MAYDE PARK,LN,-,1
1/25/16,6,Burglary,5F10,Apartment Rental Office,1300-1399,POST OAK,RD,N,1
1/25/16,11,Theft,5F10,Grocery Store or Supermarket Parking Lot,2300-2399,WIRT,RD,-,1
1/25/16,21,Aggravated Assault,5F10,"Road, Street, or Sidewalk",1500-1599,WIRT,RD,-,1
1/25/16,13,Theft,5F20,Apartment Parking Lot,8700-8799,HAMMERLY,-,-,1
1/25/16,0,Aggravated Assault,5F20,Apartment,1500-1599,BIG BEND,DR,-,1
1/25/16,6,Theft,5F20,Apartment Parking Lot,1500-1599,BLALOCK,RD,-,1
1/25/16,6,Theft,5F20,Apartment Parking Lot,2000-2099,OJEMAN,RD,-,1
1/25/16,8,Theft,5F20,Construction Site,1700-1799,OAK LEAF PASS,DR,-,1
1/25/16,8,Theft,5F20,Residence or House,7700-7799,BLANKENSHIP,DR,-,1
1/25/16,9,Theft,5F20,Residence or House,3200-3299,MCKEAN,DR,-,1
1/25/16,14,Aggravated Assault,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,FWY,-,1
1/25/16,16,Aggravated Assault,5F30,Other Parking Lot,6900-6999,BARNEY,RD,-,1
1/25/16,16,Theft,5F30,Convenience Store,13200-13299,NORTHWEST,FWY,-,1
1/25/16,20,Theft,5F30,Hotel or Motel Parking Lot,12800-12899,NORTHWEST,FWY,-,1
1/25/16,20,Theft,5F30,Restaurant or Cafeteria Parking Lot,12900-12999,NORTHWEST,FWY,-,1
1/25/16,22,Theft,5F30,Restaurant or Cafeteria Parking Lot,12900-12999,NORTHWEST,FWY,-,1
1/25/16,17,Burglary,5F30,Apartment,6000-6099,HOLLISTER,RD,-,1
1/25/16,20,Theft,5F40,Restaurant or Cafeteria Parking Lot,18200-18299,TOMBALL,PKWY,-,1
